event_date,event_timestamp,event_name,event_bundle_sequence_id,user_pseudo_id,user_first_touch_timestamp,stream_id,platform,event_params_page_title,event_params_ga_session_id,event_params_page_location,event_params_session_engaged,event_params_engagement_time_msec,event_params_ga_session_number,event_params_engaged_session_event
20231015,1697391846522118,user_engagement,-703693562,1605386937.1697391840,1697391839699516,6092560544,WEB,Viktor Byskov - Viktor Byskov,1697391839,https://viktorbyskov.dk/,0,4392,1,
20231015,1697391839699516,first_visit,-710516164,1605386937.1697391840,1697391839699516,6092560544,WEB,Viktor Byskov - Viktor Byskov,1697391839,https://viktorbyskov.dk/,,,1,
20231015,1697391839699516,session_start,-710516164,1605386937.1697391840,1697391839699516,6092560544,WEB,Viktor Byskov - Viktor Byskov,1697391839,https://viktorbyskov.dk/,,,1,
20231015,1697391839699516,page_view,-710516164,1605386937.1697391840,1697391839699516,6092560544,WEB,Viktor Byskov - Viktor Byskov,1697391839,https://viktorbyskov.dk/,0,,1,
20231015,1697391844709189,experiment_impression,-705506491,1605386937.1697391840,1697391839699516,6092560544,WEB,Viktor Byskov - Viktor Byskov,1697391839,https://viktorbyskov.dk/,0,6,1,
20231015,1697391844709189,scroll_10,-705506491,1605386937.1697391840,1697391839699516,6092560544,WEB,Viktor Byskov - Viktor Byskov,1697391839,https://viktorbyskov.dk/,0,2407,1,
20231015,1697391842305113,first_visit,-707910567,435359321.1697391842,1697391842305113,6092560544,WEB,Viktor Byskov - Viktor Byskov,1697391842,https://viktorbyskov.dk/,,,1,
20231015,1697391842305113,session_start,-707910567,435359321.1697391842,1697391842305113,6092560544,WEB,Viktor Byskov - Viktor Byskov,1697391842,https://viktorbyskov.dk/,,,1,
20231015,1697391842305113,page_view,-707910567,435359321.1697391842,1697391842305113,6092560544,WEB,Viktor Byskov - Viktor Byskov,1697391842,https://viktorbyskov.dk/,0,,1,
20231015,1697390935209622,first_visit,-1615006058,603421206.1697390935,1697390935209622,6092560544,WEB,,1697390935,,,,,1
20231015,1697390935209622,session_start,-1615006058,603421206.1697390935,1697390935209622,6092560544,WEB,Viktor Byskov - Viktor Byskov,1697390935,https://viktorbyskov.dk/,,,1,1
20231015,1697391184797596,first_visit,-1365418084,1195666156.1697391185,1697391184797596,6092560544,WEB,Viktor Byskov - Viktor Byskov,,https://viktorbyskov.dk/,,,1,1
20231015,1697391184797596,session_start,-1365418084,1195666156.1697391185,1697391184797596,6092560544,WEB,Viktor Byskov - Viktor Byskov,1697391184,https://viktorbyskov.dk/,,,1,1
20231015,1697390936442152,sec20_timer,-1613773528,603421206.1697390935,1697390935209622,6092560544,WEB,Viktor Byskov - Viktor Byskov,,https://viktorbyskov.dk/,,1223,1,1
20231015,1697390935209622,page_view,-1615006058,603421206.1697390935,1697390935209622,6092560544,WEB,Viktor Byskov - Viktor Byskov,1697390935,,,,1,1
20231015,1697390936216274,experiment_impression,-1613999406,603421206.1697390935,1697390935209622,6092560544,WEB,,1697390935,https://viktorbyskov.dk/,0,3,1,1
20231015,1697390938375824,scroll_10,-1611839856,603421206.1697390935,1697390935209622,6092560544,WEB,,,,,930,1,1
20231015,1697391186014556,sec20_timer,-1364201124,1195666156.1697391185,1697391184797596,6092560544,WEB,,1697391184,https://viktorbyskov.dk/,0,,1,1
20231015,1697391184797596,page_view,-1365418084,1195666156.1697391185,1697391184797596,6092560544,WEB,Viktor Byskov - Viktor Byskov,1697391184,,,,1,1
20231015,1697391185802506,experiment_impression,-1364413174,1195666156.1697391185,1697391184797596,6092560544,WEB,Viktor Byskov - Viktor Byskov,1697391184,,0,4,,1
20231015,1697391189260031,scroll_10,-1360955649,1195666156.1697391185,1697391184797596,6092560544,WEB,Viktor Byskov - Viktor Byskov,1697391184,https://viktorbyskov.dk/,0,2241,1,1
