event_date,event_timestamp,event_name,event_bundle_sequence_id,user_pseudo_id,user_first_touch_timestamp,stream_id,platform,event_params_page_title,event_params_ga_session_id,event_params_page_location,event_params_session_engaged,event_params_engagement_time_msec,event_params_ga_session_number,event_params_engaged_session_event
20231012,1697106050677490,session_start,1263270642,2045365191.1694419630,1694419630602476,6092560544,WEB,Viktor Byskov - Viktor Byskov,1697106050,https://viktorbyskov.dk/,,,14,1
20231012,1697106050677490,page_view,1263270642,2045365191.1694419630,1694419630602476,6092560544,WEB,Viktor Byskov - Viktor Byskov,,,0,,14,1
20231012,1697106055636620,scroll_10,1268229772,2045365191.1694419630,1694419630602476,6092560544,WEB,Viktor Byskov - Viktor Byskov,1697106050,https://viktorbyskov.dk/,0,21,14,1
20231012,1697106064258229,scroll_50,1276851381,2045365191.1694419630,1694419630602476,6092560544,WEB,Viktor Byskov - Viktor Byskov,1697106050,https://viktorbyskov.dk/,0,8619,14,1
20231012,1697106064258229,scroll_75,1276851381,2045365191.1694419630,1694419630602476,6092560544,WEB,Viktor Byskov - Viktor Byskov,1697106050,https://viktorbyskov.dk/,1,3312,14,1
20231012,1697106080211758,scroll,1292804910,2045365191.1694419630,1694419630602476,6092560544,WEB,Viktor Byskov - Viktor Byskov,1697106050,,1,1,14,1
20231012,1697108300134319,session_start,-782239825,2045365191.1694419630,1694419630602476,6092560544,WEB,Viktor Byskov - Viktor Byskov,1697108299,https://viktorbyskov.dk/,,,15,
20231012,1697108300134319,user_engagement,-782239825,2045365191.1694419630,1694419630602476,6092560544,WEB,Viktor Byskov - Viktor Byskov,1697108299,https://viktorbyskov.dk/,0,,15,
20231012,1697106070619711,sec20_timer,1283212863,2045365191.1694419630,1694419630602476,6092560544,WEB,Viktor Byskov - Viktor Byskov,,,1,,,1
20231012,1697106075204921,scroll_90,1287798073,2045365191.1694419630,1694419630602476,6092560544,WEB,Viktor Byskov - Viktor Byskov,,https://viktorbyskov.dk/,1,4584,14,1
