event_date,event_timestamp,event_name,event_bundle_sequence_id,user_pseudo_id,user_first_touch_timestamp,stream_id,platform,event_params_page_title,event_params_ga_session_id,event_params_page_location,event_params_session_engaged,event_params_engagement_time_msec,event_params_ga_session_number,event_params_engaged_session_event
20230918,1695048275080431,sec20_timer,777008367,877881965.1695048255,1695048255149401,6092560544,WEB,Viktor Byskov - Viktor Byskov,1695048254,https://viktorbyskov.dk/,1,1591,1,1
20230918,1695048280488871,scroll_90,782416807,877881965.1695048255,1695048255149401,6092560544,WEB,,,,,,,1
20230918,1695048255149401,first_visit,757077337,877881965.1695048255,1695048255149401,6092560544,WEB,Viktor Byskov - Viktor Byskov,1695048254,https://viktorbyskov.dk/,,,1,1
20230918,1695048255149401,session_start,757077337,877881965.1695048255,1695048255149401,6092560544,WEB,Viktor Byskov - Viktor Byskov,1695048254,https://viktorbyskov.dk/,,,1,1
20230918,1695048255149401,page_view,757077337,877881965.1695048255,1695048255149401,6092560544,WEB,Viktor Byskov - Viktor Byskov,1695048254,https://viktorbyskov.dk/,0,,,1
20230918,1695048260407234,scroll_10,762335170,877881965.1695048255,1695048255149401,6092560544,WEB,,1695048254,https://viktorbyskov.dk/,,,,1
20230918,1695048275080957,scroll_50,777008893,877881965.1695048255,1695048255149401,6092560544,WEB,,,,,,1,1
20230918,1695048280489769,scroll_75,782417705,877881965.1695048255,1695048255149401,6092560544,WEB,,,,1,3938,1,1
20230918,1695048285408945,scroll,787336881,877881965.1695048255,1695048255149401,6092560544,WEB,,,https://viktorbyskov.dk/,1,,,1
20230918,1695048285409352,user_engagement,787337288,877881965.1695048255,1695048255149401,6092560544,WEB,Viktor Byskov - Viktor Byskov,,,,4020,,1
