event_date,event_timestamp,event_name,event_bundle_sequence_id,user_pseudo_id,user_first_touch_timestamp,stream_id,platform,event_params_page_title,event_params_ga_session_id,event_params_page_location,event_params_session_engaged,event_params_engagement_time_msec,event_params_ga_session_number,event_params_engaged_session_event
20230926,1695742612810771,first_visit,-669963245,168145259.1695742613,1695742612810771,6092560544,WEB,,,https://viktorbyskov.dk/login/,,,,1
20230926,1695742612810771,session_start,-669963245,168145259.1695742613,1695742612810771,6092560544,WEB,,,https://viktorbyskov.dk/login/,,,,1
20230926,1695742612810771,page_view,-669963245,168145259.1695742613,1695742612810771,6092560544,WEB,Login - Viktor Byskov,1695742612,,,,1,1
20230926,1695742612816407,scroll,-669957609,168145259.1695742613,1695742612810771,6092560544,WEB,,1695742612,https://viktorbyskov.dk/login/,0,,,1
20230926,1695742612827583,scroll_10,-669946433,168145259.1695742613,1695742612810771,6092560544,WEB,Login - Viktor Byskov,,https://viktorbyskov.dk/login/,0,24,1,1
20230926,1695742612827583,scroll_50,-669946433,168145259.1695742613,1695742612810771,6092560544,WEB,,1695742612,https://viktorbyskov.dk/login/,,1,1,1
20230926,1695742612827583,scroll_75,-669946433,168145259.1695742613,1695742612810771,6092560544,WEB,,,,,,,1
20230926,1695742619238774,form_start,-663535242,168145259.1695742613,1695742612810771,6092560544,WEB,,,,,,,1
20230926,1695742619239391,user_engagement,-663534625,168145259.1695742613,1695742612810771,6092560544,WEB,Login - Viktor Byskov,1695742612,https://viktorbyskov.dk/login/,0,2672,1,1
20230926,1695742619339114,page_view,-663434902,168145259.1695742613,1695742612810771,6092560544,WEB,,1695742612,https://viktorbyskov.dk/login/,1,,1,1
20230926,1695742619359014,scroll,-663415002,168145259.1695742613,1695742612810771,6092560544,WEB,Login - Viktor Byskov,1695742612,https://viktorbyskov.dk/login/,1,16,1,1
20230926,1695742619367202,scroll_10,-663406814,168145259.1695742613,1695742612810771,6092560544,WEB,,1695742612,https://viktorbyskov.dk/login/,,28,1,1
20230926,1695742619367202,scroll_50,-663406814,168145259.1695742613,1695742612810771,6092560544,WEB,,,,1,1,,1
20230926,1695742619367202,scroll_75,-663406814,168145259.1695742613,1695742612810771,6092560544,WEB,Login - Viktor Byskov,1695742612,https://viktorbyskov.dk/login/,1,1,1,1
20230926,1695742621800399,user_engagement,-660973617,168145259.1695742613,1695742612810771,6092560544,WEB,Login - Viktor Byskov,1695742612,https://viktorbyskov.dk/login/,1,,1,1
20230926,1695742612827917,scroll_90,-669946099,168145259.1695742613,1695742612810771,6092560544,WEB,,1695742612,,,,1,1
20230926,1695742619367433,scroll_90,-663406583,168145259.1695742613,1695742612810771,6092560544,WEB,Login - Viktor Byskov,1695742612,https://viktorbyskov.dk/login/,1,2,1,1
20230926,1695742561513581,first_visit,-721260435,177142078.1695742561,1695742561513581,6092560544,WEB,,,,,,,1
20230926,1695742561513581,session_start,-721260435,177142078.1695742561,1695742561513581,6092560544,WEB,,,,,,,1
20230926,1695742561513581,page_view,-721260435,177142078.1695742561,1695742561513581,6092560544,WEB,Registration - Viktor Byskov,1695742561,https://viktorbyskov.dk/registration/,0,,1,1
20230926,1695742561559885,scroll,-721214131,177142078.1695742561,1695742561513581,6092560544,WEB,Registration - Viktor Byskov,1695742561,https://viktorbyskov.dk/registration/,0,4,1,1
20230926,1695742561568215,scroll_10,-721205801,177142078.1695742561,1695742561513581,6092560544,WEB,,,https://viktorbyskov.dk/registration/,0,68,1,1
20230926,1695742561568215,scroll_50,-721205801,177142078.1695742561,1695742561513581,6092560544,WEB,Registration - Viktor Byskov,,,,,,1
20230926,1695742561568215,scroll_75,-721205801,177142078.1695742561,1695742561513581,6092560544,WEB,Registration - Viktor Byskov,,https://viktorbyskov.dk/registration/,0,1,,1
20230926,1695742570994477,user_engagement,-711779539,177142078.1695742561,1695742561513581,6092560544,WEB,Registration - Viktor Byskov,1695742561,https://viktorbyskov.dk/registration/,0,9424,1,1
20230926,1695742561570228,scroll_90,-721203788,177142078.1695742561,1695742561513581,6092560544,WEB,,,,,,,1
20230926,1695727001357182,first_visit,898452350,2076861533.1695727001,1695727001357182,6092560544,WEB,Viktor Byskov - Viktor Byskov,1695727001,https://viktorbyskov.dk/,,,1,1
20230926,1695727001357182,session_start,898452350,2076861533.1695727001,1695727001357182,6092560544,WEB,,,,,,,1
20230926,1695727001357182,page_view,898452350,2076861533.1695727001,1695727001357182,6092560544,WEB,Viktor Byskov - Viktor Byskov,,,0,,,1
20230926,1695727005946295,experiment_impression,903041463,2076861533.1695727001,1695727001357182,6092560544,WEB,,,,,,1,1
20230926,1695727005946295,scroll_10,903041463,2076861533.1695727001,1695727001357182,6092560544,WEB,Viktor Byskov - Viktor Byskov,,https://viktorbyskov.dk/,0,705,,1
20230926,1695727005946295,user_engagement,903041463,2076861533.1695727001,1695727001357182,6092560544,WEB,,,,,,,1
20230926,1695727006006142,page_view,903101310,2076861533.1695727001,1695727001357182,6092560544,WEB,,,,,,,1
20230926,1695727006006142,experiment_impression,903101310,2076861533.1695727001,1695727001357182,6092560544,WEB,,,,,,1,1
20230926,1695727006133470,scroll,903228638,2076861533.1695727001,1695727001357182,6092560544,WEB,,1695727001,,,,,1
20230926,1695727010407871,scroll_10,907503039,2076861533.1695727001,1695727001357182,6092560544,WEB,,,,,124,,1
20230926,1695727010407871,user_engagement,907503039,2076861533.1695727001,1695727001357182,6092560544,WEB,Viktor Byskov - Viktor Byskov,1695727001,https://viktorbyskov.dk/,1,4276,1,1
20230926,1695727010453805,page_view,907548973,2076861533.1695727001,1695727001357182,6092560544,WEB,,1695727001,,,,,1
20230926,1695727010453805,experiment_impression,907548973,2076861533.1695727001,1695727001357182,6092560544,WEB,,1695727001,https://viktorbyskov.dk/,1,,,1
20230926,1695727010605856,scroll,907701024,2076861533.1695727001,1695727001357182,6092560544,WEB,,1695727001,,,2,,1
20230926,1695727015163954,scroll_10,912259122,2076861533.1695727001,1695727001357182,6092560544,WEB,,1695727001,https://viktorbyskov.dk/,,,,1
20230926,1695727015163954,user_engagement,912259122,2076861533.1695727001,1695727001357182,6092560544,WEB,Viktor Byskov - Viktor Byskov,,,,,,1
20230926,1695727015209881,page_view,912305049,2076861533.1695727001,1695727001357182,6092560544,WEB,,,,,,,1
20230926,1695727015209881,experiment_impression,912305049,2076861533.1695727001,1695727001357182,6092560544,WEB,,1695727001,https://viktorbyskov.dk/,,1,,1
20230926,1695727015375013,scroll,912470181,2076861533.1695727001,1695727001357182,6092560544,WEB,,,,,,,1
20230926,1695727019696207,scroll_10,916791375,2076861533.1695727001,1695727001357182,6092560544,WEB,,,,,,,1
20230926,1695727019696207,user_engagement,916791375,2076861533.1695727001,1695727001357182,6092560544,WEB,,,https://viktorbyskov.dk/,1,,1,1
20230926,1695727019742665,page_view,916837833,2076861533.1695727001,1695727001357182,6092560544,WEB,,,,,,1,1
20230926,1695727019742665,experiment_impression,916837833,2076861533.1695727001,1695727001357182,6092560544,WEB,,,,,,,1
20230926,1695727019877823,scroll,916972991,2076861533.1695727001,1695727001357182,6092560544,WEB,Viktor Byskov - Viktor Byskov,1695727001,https://viktorbyskov.dk/,,,1,1
20230926,1695727022956041,scroll_10,920051209,2076861533.1695727001,1695727001357182,6092560544,WEB,,1695727001,,,,1,1
20230926,1695727022956041,user_engagement,920051209,2076861533.1695727001,1695727001357182,6092560544,WEB,,1695727001,,,,,1
20230926,1695727047468768,first_visit,944563936,1334266727.1695727047,1695727047468768,6092560544,WEB,Viktor Byskov - Viktor Byskov,1695727047,https://viktorbyskov.dk/,,,1,
20230926,1695727047468768,session_start,944563936,1334266727.1695727047,1695727047468768,6092560544,WEB,Viktor Byskov - Viktor Byskov,1695727047,https://viktorbyskov.dk/,,,1,
20230926,1695727047468768,page_view,944563936,1334266727.1695727047,1695727047468768,6092560544,WEB,Viktor Byskov - Viktor Byskov,1695727047,https://viktorbyskov.dk/,0,,1,
20230926,1695727051337876,experiment_impression,948433044,1334266727.1695727047,1695727047468768,6092560544,WEB,Viktor Byskov - Viktor Byskov,1695727047,https://viktorbyskov.dk/,0,1,1,
20230926,1695727051337876,scroll_10,948433044,1334266727.1695727047,1695727047468768,6092560544,WEB,Viktor Byskov - Viktor Byskov,1695727047,https://viktorbyskov.dk/,0,1341,1,
20230926,1695727051337876,user_engagement,948433044,1334266727.1695727047,1695727047468768,6092560544,WEB,Viktor Byskov - Viktor Byskov,1695727047,https://viktorbyskov.dk/,0,2593,1,
20230926,1695721212279039,session_start,-595658497,2045365191.1694419630,1694419630602476,6092560544,WEB,,,,,,,1
20230926,1695721212279039,page_view,-595658497,2045365191.1694419630,1694419630602476,6092560544,WEB,Viktor Byskov - Viktor Byskov,,,,,,1
20230926,1695721217730274,scroll_10,-590207262,2045365191.1694419630,1694419630602476,6092560544,WEB,,,,,529,,1
20230926,1695721217730274,scroll_50,-590207262,2045365191.1694419630,1694419630602476,6092560544,WEB,Viktor Byskov - Viktor Byskov,,https://viktorbyskov.dk/,0,4457,11,1
20230926,1695721219861480,scroll_75,-588076056,2045365191.1694419630,1694419630602476,6092560544,WEB,Viktor Byskov - Viktor Byskov,1695721212,https://viktorbyskov.dk/,0,1644,11,1
20230926,1695721219863489,scroll,-588074047,2045365191.1694419630,1694419630602476,6092560544,WEB,Viktor Byskov - Viktor Byskov,1695721212,,0,,,1
20230926,1695721234453199,file_download,-573484337,2045365191.1694419630,1694419630602476,6092560544,WEB,,1695721212,,1,,,1
20230926,1695721240539226,file_download,-567398310,2045365191.1694419630,1694419630602476,6092560544,WEB,Viktor Byskov - Viktor Byskov,1695721212,https://viktorbyskov.dk/,,3780,,1
20230926,1695721243169959,user_engagement,-564767577,2045365191.1694419630,1694419630602476,6092560544,WEB,Viktor Byskov - Viktor Byskov,1695721212,https://viktorbyskov.dk/,1,1027,11,1
20230926,1695726186339478,session_start,83434646,2045365191.1694419630,1694419630602476,6092560544,WEB,,1695726186,https://viktorbyskov.dk/,,,12,1
20230926,1695726186339478,page_view,83434646,2045365191.1694419630,1694419630602476,6092560544,WEB,,,,,,,1
20230926,1695726186906666,scroll,84001834,2045365191.1694419630,1694419630602476,6092560544,WEB,Viktor Byskov - Viktor Byskov,1695726186,https://viktorbyskov.dk/,0,3,12,1
20230926,1695726188488298,scroll_10,85583466,2045365191.1694419630,1694419630602476,6092560544,WEB,,,https://viktorbyskov.dk/,0,,12,1
