event_date,event_timestamp,event_name,event_bundle_sequence_id,user_pseudo_id,user_first_touch_timestamp,stream_id,platform,event_params_page_title,event_params_ga_session_id,event_params_page_location,event_params_session_engaged,event_params_engagement_time_msec,event_params_ga_session_number,event_params_engaged_session_event
20230929,1696011521617184,first_visit,1950870816,1324348870.1696011522,1696011521617184,6092560544,WEB,Viktor Byskov - Viktor Byskov,1696011521,https://viktorbyskov.dk/,,,1,
20230929,1696011521617184,session_start,1950870816,1324348870.1696011522,1696011521617184,6092560544,WEB,Viktor Byskov - Viktor Byskov,1696011521,https://viktorbyskov.dk/,,,1,
20230929,1696011521617184,page_view,1950870816,1324348870.1696011522,1696011521617184,6092560544,WEB,Viktor Byskov - Viktor Byskov,1696011521,https://viktorbyskov.dk/,0,,1,
20230929,1696011516226038,first_visit,1945479670,88002254.1696011513,1696011516226038,6092560544,WEB,,1696011513,https://viktorbyskov.dk/,,,1,1
20230929,1696011516226038,session_start,1945479670,88002254.1696011513,1696011516226038,6092560544,WEB,Viktor Byskov - Viktor Byskov,,https://viktorbyskov.dk/,,,1,1
20230929,1696011516226038,page_view,1945479670,88002254.1696011513,1696011516226038,6092560544,WEB,,1696011513,,,,,1
20230929,1696011516260808,experiment_impression,1945514440,88002254.1696011513,1696011516226038,6092560544,WEB,,1696011513,https://viktorbyskov.dk/,0,,,1
20230929,1696011516715801,scroll_10,1945969433,88002254.1696011513,1696011516226038,6092560544,WEB,Viktor Byskov - Viktor Byskov,1696011513,https://viktorbyskov.dk/,0,,1,1
20230929,1696011516784416,scroll_50,1946038048,88002254.1696011513,1696011516226038,6092560544,WEB,Viktor Byskov - Viktor Byskov,1696011513,https://viktorbyskov.dk/,,,,1
20230929,1696011516849730,scroll_75,1946103362,88002254.1696011513,1696011516226038,6092560544,WEB,,,https://viktorbyskov.dk/,,,,1
20230929,1696011516912983,scroll_90,1946166615,88002254.1696011513,1696011516226038,6092560544,WEB,,,,,,1,1
